,0,1,2,3,4,5,6,7,8,9
118,0,0,0,0,0,378,3,115,42,267
119,434,2,160,150,647,168,198,512,42,31
120,960,251,29,707,999,94,35,168,150,2152
121,3453,914,3,554,6,1843,581,10,1607,4
122,378,2,64,915,138,23,268,12,2,29
123,0,0,0,0,0,0,0,81,10,132
124,0,0,0,0,0,0,0,0,81,170
125,0,0,0,0,0,0,1608,96,254,43
126,0,0,0,0,0,0,179,10,312,169
127,0,0,1465,13,11,2,354,416,273,2572
128,0,0,0,0,0,135,87,71,227,5
129,0,0,0,0,0,0,0,70,7,13
130,0,0,0,0,0,0,100,13,154,84
131,0,0,0,409,32,149,3,15,211,3455
132,27,568,15,32,367,4,53,1231,7,566
133,0,0,0,0,36,72,648,3,314,149
134,0,0,0,0,141,425,236,15,279,175
135,0,0,0,0,0,0,0,50,410,261
136,0,50,5,246,7,123,1340,11,315,555
137,0,0,0,0,0,0,0,649,93,120
138,0,0,0,0,0,92,447,262,15,32
139,0,0,0,0,0,9,2,17,29,14
140,0,0,0,0,0,9,83,131,186,3456
141,0,34,17,29,104,35,961,3,962,191
142,0,0,0,0,355,109,33,1133,134,191
143,0,0,0,0,0,0,0,9,121,280
144,372,29,277,174,708,76,1466,269,1341,963
145,0,0,372,29,277,11,1135,3,963,513
146,0,0,0,0,0,0,9,221,491,513
147,0,0,0,0,0,0,459,41,29,184
148,0,0,0,9,1232,114,35,212,329,191
149,0,0,0,0,0,171,741,171,186,624
150,0,0,0,0,0,0,0,128,494,1001
151,128,3,34,1062,964,964,1062,172,123,161
152,227,6,71,21,153,12,24,3,37,104
153,0,0,0,514,495,112,3,69,24,51
154,0,0,0,41,24,51,3,426,1136,1063
155,0,0,0,0,0,41,480,3,426,427
156,3457,2154,7,296,297,12,232,66,35,650
157,0,0,0,0,0,0,247,3,3458,650
158,0,0,0,0,0,0,0,1342,96,43
159,0,0,355,27,2,151,3459,965,702,3460
160,0,0,0,0,0,0,0,428,43,16
161,0,0,0,0,0,0,0,1137,297,149
162,0,0,0,0,0,0,71,5,7,834
163,0,0,0,0,0,0,88,140,20,5
164,0,0,0,0,0,0,69,30,21,5
165,0,0,0,0,0,0,88,140,21,5
166,0,0,0,151,3,297,211,5,25,834
167,0,0,0,0,0,0,0,69,1002,75
168,0,0,0,0,0,0,69,348,151,5
169,0,0,0,0,0,0,0,3461,428,5
170,0,0,0,0,0,0,3462,30,21,5
171,0,0,0,0,296,88,140,60,101,14
172,0,226,56,440,222,10,124,7,1467,1609
173,0,226,56,440,222,10,124,7,2155,1609
174,0,0,0,0,0,1610,460,7,56,46
175,0,0,0,0,0,0,0,171,6,1468
176,0,0,0,0,0,0,0,461,6,1468
177,0,0,0,0,0,0,0,9,18,14
178,0,0,0,0,0,0,0,9,515,14
179,0,0,0,0,0,9,63,62,7,377
180,0,0,223,356,223,35,2,123,56,189
181,0,0,0,284,596,529,103,65,62,597
182,0,0,0,284,596,529,103,481,23,597
183,0,0,0,0,0,0,0,677,1138,5
184,0,0,0,0,0,45,98,95,56,304
185,0,0,213,6,63,62,58,515,742,144
186,0,0,0,0,0,0,0,34,709,468
187,0,0,0,0,0,0,87,216,774,5
188,0,0,0,0,0,0,710,255,81,58
189,0,0,0,0,0,0,2156,255,81,58
190,0,0,3463,2,29,73,835,6,170,64
191,0,0,0,378,2,600,6,711,29,237
192,2157,55,248,115,7,42,836,3,42,13
193,0,1845,651,115,7,42,836,3,42,13
194,59,22,2158,7,1611,38,6,232,3,42
195,59,22,2158,7,291,42,836,3,42,291
196,0,0,0,0,4,9,2,55,20,14
197,0,0,0,4,9,55,158,43,514,298
198,0,0,581,138,27,2,3464,652,68,268
199,1343,2,87,122,424,25,530,4,2157,578
200,0,2159,2,122,424,3,59,22,121,231
201,0,0,874,2,87,121,231,4,582,2574
202,59,22,121,411,231,3,874,4,582,2158
203,0,0,202,2,1846,84,231,4,42,836
204,0,0,34,2,121,412,5,7,3465,2574
205,875,2,121,412,3,84,14,7,836,3
206,875,2,84,2575,35,84,8,3,121,5
207,0,166,2,84,14,5,4,653,1469,249
208,0,0,0,0,0,0,0,24,30,70
209,0,0,0,0,0,0,37,33,104,5
210,0,0,0,0,0,0,0,516,48,118
211,0,0,0,0,0,0,65,775,14,9
212,0,0,0,0,0,0,141,417,35,1064
213,0,0,0,0,0,0,0,151,203,43
214,0,187,58,151,33,3,65,775,24,104
215,0,0,0,0,0,0,0,196,67,162
216,0,0,0,0,0,0,1612,389,52,19
217,0,0,0,0,0,0,0,3466,58,19
218,0,0,0,0,0,556,966,11,210,3467
219,0,0,0,0,0,0,0,50,225,14
220,0,0,0,0,0,0,0,176,20,14
221,0,0,0,0,0,0,0,0,2160,28
222,0,0,0,0,0,0,0,0,2160,2565
223,0,0,0,0,0,0,0,0,32,626
224,0,0,0,0,77,92,7,181,15,32
225,0,0,0,0,0,0,0,0,967,16
226,0,0,0,0,0,0,0,0,916,3468
227,0,0,0,0,0,0,0,170,511,1344
228,0,0,0,0,0,0,0,170,511,19
229,0,0,0,0,141,425,236,15,279,175
230,0,0,0,0,0,0,105,321,9,1139
231,0,601,2,46,25,12,242,4,557,242
232,0,0,0,0,0,0,1847,1848,225,14
233,0,0,0,0,141,2,349,569,876,176
234,0,0,0,0,0,0,0,50,410,261
235,0,0,0,0,112,198,38,57,108,967
236,0,0,0,0,0,0,36,20,9,1140
237,0,0,0,0,0,67,570,3469,23,101
238,0,0,0,0,1003,578,16,1004,12,96
239,0,0,1003,1004,12,96,40,3470,14,2576
240,0,0,0,0,16,125,654,4,47,90
241,0,0,0,0,0,0,0,3471,31,678
242,0,0,0,0,0,0,0,469,96,118
243,0,0,0,0,0,0,50,2577,16,163
244,0,0,0,0,0,0,0,16,14,129
245,0,0,0,496,13,1849,3,1850,5,227
246,0,0,0,496,13,1141,571,67,30,5
247,0,0,0,0,0,0,496,10,390,84
248,0,0,0,0,0,429,1851,70,224,1233
249,0,0,0,0,0,0,0,70,25,78
250,0,0,0,0,0,570,3472,204,70,19
251,0,0,0,0,0,0,0,0,58,3473
252,0,0,0,0,0,0,0,0,80,36
253,0,0,0,0,0,0,0,0,80,127
254,0,0,0,0,0,0,0,0,3474,47
255,0,0,0,0,0,0,0,0,256,47
256,0,0,0,0,0,0,0,3475,91,359
257,0,0,0,0,0,0,91,171,276,163
258,0,0,0,0,0,256,290,54,238,81
259,0,0,0,1345,442,56,14,9,31,124
260,0,0,0,0,0,0,0,124,145,52
261,0,0,0,0,0,0,0,145,31,442
262,0,0,0,0,0,0,0,202,6,1470
263,0,0,0,0,0,0,81,256,2578,3476
264,0,0,0,0,0,0,0,1345,20,14
265,0,0,0,0,0,368,330,41,391,299
266,0,0,0,0,0,0,0,368,366,1142
267,0,0,0,0,0,0,0,145,214,14
268,0,0,0,0,0,145,10,67,30,14
269,0,0,0,0,0,0,145,18,16,14
270,0,0,0,0,0,0,1471,10,20,399
271,0,0,0,0,0,256,28,3,45,712
272,0,0,0,0,0,0,0,145,381,14
273,0,0,0,0,0,0,3477,3478,15,460
274,0,0,0,0,0,0,0,139,5,44
275,0,0,0,0,0,0,679,680,1005,412
276,0,0,0,0,0,0,0,679,1143,5
277,0,0,0,0,0,0,0,78,1143,5
278,0,0,0,0,0,0,0,1472,1143,80
279,0,0,0,0,0,0,379,231,1473,5
280,0,0,0,0,0,0,1474,1346,5,441
281,0,0,0,0,0,0,3479,1346,5,441
282,0,0,0,0,0,0,0,602,1143,5
283,0,0,0,0,0,0,0,3480,1346,5
284,0,0,0,0,0,0,36,1474,272,5
285,0,0,0,0,0,0,2161,20,9,5
286,0,0,0,0,0,0,602,680,1005,5
287,0,0,0,0,0,0,0,16,276,655
288,0,0,0,0,0,0,0,20,1852,80
289,0,0,0,0,0,0,0,239,147,142
290,0,0,0,0,0,0,0,2579,968,41
291,0,0,0,0,0,0,0,322,233,20
292,0,0,0,0,0,392,379,531,1234,14
293,0,0,0,0,0,0,1235,20,373,5
294,0,0,0,0,0,0,877,17,775,14
295,0,0,0,0,0,0,0,67,30,5
296,0,0,0,0,0,0,0,0,16,14
297,0,0,0,0,0,143,46,4,3481,1144
298,0,0,0,0,0,1613,1853,680,20,14
299,0,0,0,0,0,0,0,0,917,14
300,0,0,0,0,0,0,1854,775,225,14
301,0,0,0,0,0,46,2580,380,250,14
302,0,0,0,0,0,0,0,49,878,14
303,0,0,0,0,0,0,0,322,52,124
304,0,0,5,1006,532,6,178,352,6,192
305,0,0,0,0,0,0,0,1065,106,5
306,0,0,0,0,0,0,0,0,3482,80
307,9,12,159,30,2581,2582,2162,1236,4,1614
308,0,0,0,0,0,0,0,0,225,14
309,0,0,0,0,0,0,128,204,125,58
310,0,0,0,0,0,0,0,216,63,19
311,0,0,0,0,0,0,0,263,1007,5
312,0,0,0,0,0,0,263,182,24,5
313,0,0,0,0,0,0,0,263,1475,14
314,0,0,0,0,0,0,0,263,159,192
315,0,0,0,0,0,0,0,263,1476,14
316,0,0,0,0,0,0,0,263,297,1130
317,0,0,0,0,0,0,0,263,190,215
318,0,59,3,171,22,159,73,22,186,155
319,0,0,0,0,0,0,0,0,141,159
320,0,0,0,0,0,0,0,0,141,297
321,0,0,0,0,0,2163,2584,178,6,297
322,0,0,0,1237,969,57,656,155,186,171
323,0,0,0,0,0,0,627,57,802,1615
324,0,0,0,0,0,3483,89,75,11,2585
325,0,0,0,0,0,93,48,224,2164,316
326,0,0,0,0,0,0,0,1066,120,118
327,0,0,0,0,0,0,45,61,98,46
328,0,0,0,0,0,0,45,61,98,137
329,0,0,0,0,0,0,0,17,29,584
330,492,17,29,1067,1347,353,12,451,15,1238
331,0,0,0,0,0,0,0,448,413,30
332,0,0,0,0,0,0,533,413,1068,1146
333,0,0,0,0,0,45,61,98,159,38
334,0,0,0,0,0,45,61,98,462,159
335,0,45,61,98,174,776,4,199,159,38
336,0,0,0,0,0,0,0,9,121,280
337,0,0,0,0,0,115,1147,118,61,280
338,0,0,0,0,115,121,280,25,1069,1070
339,0,0,0,0,0,9,83,131,186,534
340,0,0,0,0,0,171,741,171,186,624
341,0,0,0,0,0,0,350,2,186,96
342,0,0,0,0,0,0,0,350,494,5
343,0,0,0,0,0,0,0,34,37,21
344,0,0,0,0,0,0,0,34,33,21
345,0,0,0,514,495,112,3,69,24,51
346,0,0,0,0,0,0,187,168,48,118
347,0,0,0,0,0,9,2,17,29,14
348,17,29,584,150,24,104,3,134,30,172
349,0,0,0,0,355,6,413,30,3,102
350,0,0,0,0,0,2165,2586,24,25,1855
351,0,0,0,0,0,0,0,34,37,21
352,0,0,0,0,0,0,34,219,309,21
353,0,0,0,0,1148,43,35,2,199,191
354,0,0,0,0,0,0,0,0,339,74
355,0,0,0,0,0,0,0,109,10,183
356,0,0,0,0,0,160,1008,1856,1857,3484
357,0,0,115,3,118,516,35,199,229,713
358,0,0,0,0,623,17,3,180,467,194
359,0,0,0,0,0,0,492,17,29,1067
360,0,0,0,34,17,29,104,172,123,161
361,0,0,0,0,0,970,3,2587,120,24
362,0,0,0,0,143,221,491,144,430,918
363,0,0,0,0,0,59,95,2150,221,491
364,0,0,0,739,116,226,1071,803,6,184
365,0,0,0,0,0,0,1149,184,40,435
366,0,0,0,0,3485,1348,35,481,3486,1150
367,0,83,131,6,681,2166,470,10,84,74
368,0,0,0,0,0,92,447,262,15,32
369,0,0,0,0,0,0,0,17,29,584
370,0,0,0,0,0,0,83,131,804,603
371,0,0,0,0,0,0,0,34,37,21
372,0,0,0,0,0,34,2,219,309,21
373,0,0,0,0,0,0,227,6,71,21
374,0,0,0,0,0,0,0,0,434,3487
375,0,0,0,0,0,0,0,0,257,1008
376,0,0,0,0,0,0,196,67,584,44
377,0,0,0,0,0,0,31,20,9,124
378,0,0,0,151,101,182,4,682,971,10
379,0,0,0,0,0,0,0,0,37,21
380,0,0,0,0,0,0,0,0,33,21
381,0,0,0,0,0,0,0,0,24,21
382,0,0,0,0,305,4,47,241,604,10
383,0,0,0,0,0,42,174,109,10,84
384,0,0,0,0,0,0,274,36,20,9
385,0,0,0,0,0,0,0,274,106,57
386,0,0,0,0,0,0,107,74,20,9
387,0,0,0,0,0,0,0,156,442,19
388,0,0,0,0,0,0,0,10,398,65
389,0,0,0,0,0,0,0,42,117,5
390,0,0,0,0,0,0,0,19,879,70
391,0,0,0,0,0,374,164,317,1616,5
392,0,0,0,0,0,0,0,1617,651,9
393,0,0,0,0,0,0,0,36,84,14
394,0,0,0,0,0,601,13,331,1858,168
395,0,0,0,0,19,141,300,7,972,70
396,0,0,0,0,19,2,837,56,16,14
397,0,0,0,0,0,0,0,0,743,628
398,0,0,0,0,0,0,0,0,3488,160
399,0,0,0,0,0,0,0,1009,56,375
400,0,0,0,0,0,0,471,10,105,2588
401,0,0,0,0,471,680,1072,197,6,298
402,0,0,0,0,0,0,0,471,56,16
403,0,0,0,0,0,0,471,452,2589,2590
404,0,0,0,0,0,0,471,42,31,125
405,0,0,0,0,0,0,0,471,366,553
406,0,0,0,0,0,0,471,366,714,1618
407,0,0,0,0,0,471,494,43,7,1009
408,0,0,0,0,0,0,0,0,2591,626
409,0,0,0,0,0,0,0,583,3489,58
410,0,0,0,0,0,0,1619,1620,5,44
411,0,0,0,0,0,0,0,3490,777,197
412,0,0,0,0,0,0,0,204,704,344
413,0,0,0,0,0,0,0,0,460,344
414,0,0,0,0,0,0,0,916,321,344
415,0,0,0,0,0,18,3,63,16,43
416,0,0,0,0,0,0,467,18,16,57
417,0,0,0,0,0,0,0,34,69,250
418,0,0,0,0,0,16,585,19,3,227
419,0,0,0,0,0,0,36,16,5,246
420,0,0,0,0,0,18,599,63,30,19
421,0,0,0,0,0,0,294,6,837,10
422,0,0,0,27,316,13,68,60,3,113
423,9,2,30,6,117,12,400,3,316,13
424,27,281,16,409,276,407,25,158,360,318
425,0,0,9,7,452,209,25,158,360,318
426,0,0,0,0,0,9,7,24,572,14
427,0,0,9,7,24,572,117,134,30,14
428,0,0,0,9,7,715,646,382,12,147
429,0,0,0,0,0,9,7,578,16,14
430,0,0,0,0,0,0,0,16,14,80
431,0,0,0,0,0,0,0,16,472,5
432,0,0,0,0,0,0,0,0,312,80
433,0,0,0,16,10,316,10,308,683,117
434,9,138,27,2,281,130,68,684,11,16
435,0,0,0,0,0,0,0,276,599,5
436,0,0,0,0,0,0,0,1475,433,80
437,0,0,0,0,0,93,48,224,2164,316
438,0,93,48,35,1621,83,1622,1623,319,1239
439,0,0,0,0,0,0,0,649,93,120
440,0,0,0,0,0,92,447,262,15,32
441,0,0,0,0,0,0,45,61,98,46
442,0,0,0,0,0,0,45,61,98,137
443,0,0,0,45,95,98,454,605,357,47
444,0,0,0,0,623,17,3,180,467,194
445,0,0,0,9,2,17,29,14,1073,229
446,0,0,0,0,0,0,0,17,29,584
447,492,17,29,1067,1347,353,12,451,15,1238
448,0,34,17,29,104,35,961,3,962,191
449,0,0,0,0,0,0,355,6,384,102
450,0,0,0,0,0,0,0,276,3,599
451,0,0,0,0,355,109,33,1133,134,191
452,0,0,0,0,0,0,533,413,1068,1146
453,0,0,350,1151,535,178,35,2592,1151,536
454,0,0,0,0,0,0,350,586,17,1859
455,0,0,0,0,0,0,383,535,102,161
456,0,0,0,0,0,45,61,98,159,38
457,0,0,0,0,0,45,61,98,462,159
458,0,45,61,98,174,776,4,199,159,38
459,0,0,973,1624,25,289,1010,4,313,1010
460,0,0,0,0,0,284,629,186,630,624
461,0,0,0,0,0,115,1147,118,61,280
462,0,0,0,0,115,121,280,25,1069,1070
463,0,0,115,121,280,25,1134,10,963,393
464,372,29,277,174,708,76,1466,269,1341,963
465,0,0,372,277,222,84,657,144,277,17
466,0,0,0,0,34,29,47,172,123,161
467,0,0,0,0,0,0,0,0,202,1477
468,0,0,0,0,0,0,435,744,1011,184
469,0,0,0,0,45,61,839,11,144,716
470,0,0,0,739,116,226,1071,803,6,184
471,0,0,0,9,1232,114,35,212,329,191
472,0,0,1012,25,452,114,35,212,329,191
473,0,0,0,0,0,9,83,131,186,534
474,0,0,0,0,0,171,741,171,186,624
475,0,0,0,0,0,0,350,2,186,96
476,0,0,0,0,0,537,2,186,10,1240
477,0,0,0,0,0,0,0,128,494,1001
478,34,64,807,35,191,150,210,304,778,7
479,128,3,34,1062,964,964,1062,172,123,161
480,0,0,0,34,64,1074,1075,172,123,161
481,0,34,64,427,1625,35,2,536,150,2593
482,0,717,6,1135,2594,120,172,123,717,482
483,0,0,0,0,0,0,1350,1241,840,81
484,0,0,0,0,0,0,0,1478,840,81
485,0,0,0,1626,881,840,464,186,443,144
486,0,0,0,0,0,0,0,102,200,2595
487,0,0,0,514,495,112,3,69,24,51
488,0,0,0,41,24,51,3,426,1136,1063
489,0,0,0,0,0,41,480,3,426,427
490,0,0,0,0,9,14,3,81,2167,231
491,0,0,0,0,0,0,0,0,0,1860
492,0,0,9,14,19,2168,255,172,123,161
493,0,0,0,43,6,257,779,324,385,324
494,0,0,0,0,0,0,0,45,98,46
495,0,0,0,0,0,0,0,0,61,15
496,0,0,0,0,623,17,3,180,467,194
497,0,0,0,0,0,9,2,17,29,14
498,0,0,0,0,0,0,0,17,29,584
499,0,0,0,0,0,0,492,17,29,1067
500,0,0,973,1624,25,289,1010,4,313,1010
501,0,0,0,0,0,0,0,0,254,2596
502,0,0,0,0,0,115,741,115,1148,160
503,0,0,0,0,0,0,0,115,17,1152
504,0,0,0,0,0,0,0,34,29,47
505,0,0,0,0,0,0,459,41,29,184
506,0,0,0,0,0,0,435,744,1011,184
507,0,0,0,739,116,226,1071,803,6,184
508,0,0,0,0,0,0,1012,25,452,114
509,0,0,0,0,0,0,0,34,37,21
510,0,0,0,0,0,0,0,34,33,21
511,0,0,0,0,0,0,0,0,59,1479
512,0,0,0,0,0,1012,6,2,332,77
513,0,0,0,0,0,0,75,882,876,1480
514,0,0,0,0,0,0,0,16,6,1014
515,0,0,0,0,87,974,16,6,27,13
516,0,0,0,0,0,0,69,264,151,217
517,0,350,2169,518,1627,1861,3,883,2597,185
518,0,0,0,0,0,0,0,2598,55,3491
519,0,0,0,0,0,34,78,13,3,473
520,0,0,0,0,0,0,99,841,6,718
521,0,0,0,0,0,99,3492,6,46,78
522,554,6,48,14,6,267,11,10,153,12
523,0,0,0,0,0,375,4,151,3,88
524,0,0,0,0,0,0,0,247,154,2599
525,0,0,0,0,0,0,0,0,59,190
526,0,0,0,0,0,0,0,0,247,1862
527,0,0,0,0,0,0,0,2600,106,658
528,0,0,0,0,0,0,128,204,125,58
529,0,0,0,0,0,0,2601,4,297,5
530,0,0,0,0,0,0,69,71,658,5
531,0,0,0,0,705,71,6,69,427,497
532,0,0,705,71,6,571,2602,3,3493,82
533,0,0,973,65,25,2603,685,4,3494,685
534,0,0,0,0,0,0,0,436,498,19
535,0,0,0,0,0,143,46,331,22,38
536,0,0,0,0,0,4,95,22,278,32
537,0,0,0,0,0,0,0,42,10,455
538,0,0,0,0,0,4,92,2,15,77
539,0,0,0,0,0,0,1481,8,185,149
540,0,0,0,0,0,0,1149,631,100,386
541,0,0,0,0,0,0,0,171,133,194
542,0,0,0,0,0,0,16,715,261,179
543,0,0,0,0,0,0,16,179,200,646
544,0,0,0,0,0,0,0,24,67,30
545,0,0,0,0,0,19,2,2170,250,21
546,0,0,0,220,6,2171,281,12,2171,10
547,0,0,0,0,0,0,0,102,43,16
548,0,0,0,0,0,0,2604,50,162,58
549,0,0,0,0,0,0,312,58,164,28
550,0,0,0,0,0,0,0,0,77,92
551,0,0,0,0,0,746,2,112,15,32
552,0,0,0,0,0,0,0,32,626,884
553,0,0,0,0,0,143,46,331,22,38
554,0,0,0,0,0,0,0,0,234,57
555,0,0,0,0,0,0,0,0,87,80
556,0,0,0,0,0,0,0,0,719,2172
557,0,0,0,0,0,0,0,139,96,686
558,0,0,0,0,0,366,1337,7,2605,2173
559,0,0,0,1153,3,3495,345,11,392,1154
560,0,0,0,919,121,267,35,536,150,1482
561,0,0,34,134,30,342,18,217,223,310
562,0,0,584,6,258,12,93,3,42,13
563,0,0,0,0,0,0,0,0,24,57
564,0,0,0,0,0,0,0,34,453,842
565,0,0,0,0,0,0,0,0,56,192
566,0,0,0,0,0,0,0,106,719,5
567,0,0,0,0,59,2174,95,54,632,622
568,0,0,0,0,0,143,281,11,2,231
569,0,0,0,0,0,308,1628,3,3496,538
570,0,0,0,0,747,2,1242,169,25,10
571,0,0,0,0,0,0,0,16,96,41
572,0,0,0,0,0,0,0,0,106,366
573,0,0,0,0,0,0,16,125,535,5
574,0,0,0,0,0,0,0,0,16,216
575,0,59,3,171,22,159,73,22,186,155
576,0,0,0,0,0,0,0,69,719,5
577,0,0,0,0,0,0,0,0,141,159
578,0,0,0,0,0,0,0,67,30,21
579,0,0,0,0,0,0,1077,102,1629,3497
580,0,0,0,0,0,0,0,1015,36,5
581,0,0,0,0,0,0,0,1078,36,5
582,0,0,0,0,0,20,9,6,3498,188
583,0,0,0,0,0,0,102,43,16,44
584,0,0,0,0,56,5,12,683,571,433
585,0,0,9,842,808,130,68,2606,7,1606
586,0,0,9,920,433,12,103,2607,3,659
587,0,9,110,468,68,3499,2,208,3500,3501
588,0,56,5,12,88,3502,7,22,418,18
589,0,0,56,5,12,2608,66,35,1863,975
590,56,5,12,841,182,519,1483,7,22,418
591,0,0,0,0,921,5,12,79,15,1468
592,87,5,12,408,63,246,1016,459,7,418
593,0,0,0,0,0,0,0,18,117,5
594,5,12,46,509,138,23,606,11,29,223
595,0,0,0,0,0,49,10,198,47,5
596,0,0,0,0,0,0,0,0,49,10
597,0,0,0,49,10,127,213,167,14,5
598,0,0,0,0,0,49,10,18,16,5
599,0,0,0,0,0,0,87,106,720,80
600,0,0,0,0,0,20,9,12,429,271
601,0,0,0,0,0,20,9,12,483,271
602,0,0,0,0,0,0,20,9,12,474
603,0,0,0,0,0,0,0,911,12,3503
604,0,0,0,0,0,0,0,911,12,561
605,0,0,0,0,0,0,1155,2609,106,5
606,0,0,0,0,0,0,911,12,1630,1132
607,0,0,0,0,0,0,88,140,539,21
608,0,0,0,0,0,0,0,561,297,71
609,0,0,0,0,179,2,1625,7,1630,1132
610,0,0,0,0,0,0,179,1625,7,474
611,0,0,0,0,0,0,0,474,106,5
612,0,0,0,0,13,1484,60,1079,40,780
613,0,0,0,0,0,0,2175,2176,207,881
614,0,0,0,0,0,0,0,1003,96,149
615,0,0,0,0,0,0,0,587,113,209
